Customer ID,Age Group,Location,Gender,Family with Children,Dog Breed,Purchase Frequency,Average Spend,Product Preference,Loyalty Program Member,Last Purchase Date
de04dc24-55c6-4aaf-914c-80dfdb4b7cf7,26-35,suburban,F,no,Labrador,quarterly,115.51,grain-free,No,2023-11-21
2a59be56-417f-4640-981c-ec534d71f3eb,65+,suburban,F,yes,Siberian Husky,weekly,38.44,dry,Yes,2022-11-08
11167cdc-3a2c-4deb-acfd-cd4e1189676b,36-45,urban,F,no,German Shepherd,quarterly,147.76,grain-free,No,2023-10-17
af1643ba-2b61-4a42-8fe7-73f2a9a473ef,18-25,urban,F,yes,Labrador,weekly,85.31,grain-free,No,2023-11-18
abcae67a-186d-4c90-bdb4-6bd69d2d7aec,56-65,urban,M,no,Dachshund,monthly,35.42,raw,Yes,2023-08-07
93cec7b2-4e9c-4b7a-a11d-67a381de5a78,65+,suburban,F,yes,Dachshund,weekly,171.64,wet,No,2023-02-18
e0426b89-d9a1-46db-88d8-0b309a7825d8,36-45,suburban,M,no,Beagle,quarterly,80.88,wet,No,2023-08-16
b49f53bf-dc15-462e-ba8b-628b13a5e635,26-35,urban,M,no,Dachshund,quarterly,59.28,raw,Yes,2023-08-09
b967ff20-e5f1-41f2-a301-8c68f05a0097,36-45,urban,M,yes,Boxer,monthly,176.86,dry,No,2023-12-23
f19bde6b-5867-46af-9e87-80fb5583cfe4,36-45,urban,M,yes,German Shepherd,weekly,182.38,dry,No,2024-02-19
33c2cb5e-4271-4bc1-a193-20174b0ff4cc,26-35,suburban,F,yes,Poodle,monthly,81.01,dry,Yes,2023-03-30
953a8ee0-c05a-4466-a733-62745571f528,46-55,urban,M,yes,Great Dane,quarterly,83.86,raw,Yes,2023-01-17
0c0c1a09-8c41-4535-9deb-13e43e92192b,46-55,suburban,M,yes,Beagle,monthly,124.33,grain-free,No,2023-02-17
db03bff6-a787-4b9e-8dca-f3b0857d33e5,18-25,suburban,M,no,Bulldog,weekly,152.02,dry,Yes,2023-05-11
0d3a89d1-4e11-48ca-a167-0dfff8e51c43,18-25,urban,M,yes,Labrador,weekly,31.37,dry,Yes,2023-09-16
d137efd0-7846-442a-95db-1fc3b2de26e7,46-55,urban,M,yes,Poodle,monthly,126.8,raw,Yes,2022-10-14
ffd33b95-3c0e-492c-b5f6-be1a54b6b8fc,65+,suburban,M,no,Great Dane,quarterly,191.51,wet,Yes,2023-09-14
d956a45a-3a96-48e4-9991-8a2cfaf08fd7,56-65,urban,F,yes,Dachshund,quarterly,67.18,raw,Yes,2024-01-03
f2de90ac-b546-445a-984f-1b901f4bd077,36-45,urban,F,yes,Siberian Husky,monthly,183.59,wet,Yes,2023-09-19
a4844aa0-702c-40ca-a8a6-e52804a491c8,56-65,suburban,F,yes,Boxer,weekly,191.03,dry,No,2022-05-22
ed5da28e-92a4-4bda-bc4b-17370252ec56,36-45,suburban,F,no,Labrador,weekly,68.45,dry,No,2023-08-27
451648fe-8d5b-4f5f-a288-d2069ed52ca3,46-55,suburban,F,yes,Labrador,weekly,155.76,grain-free,Yes,2024-01-22
d0ca4915-5ec3-4718-ab47-34ebbd1e7bd5,18-25,suburban,F,no,Labrador,weekly,62.98,grain-free,Yes,2022-11-25
e92a8e59-cdea-41d2-8f85-99f5f77d7c49,65+,suburban,M,no,German Shepherd,quarterly,152.77,wet,Yes,2022-07-13
e5fbdd85-58c3-4bdc-be64-9c9e3e075a3c,18-25,urban,F,yes,Labrador,weekly,163.54,dry,No,2023-05-18
5a7b7a5d-c603-435b-b1a2-4ca335d004ca,56-65,suburban,F,no,Beagle,monthly,64.5,dry,No,2022-05-12
7b4b7e70-1cb0-4465-9a71-5bc4eff465af,18-25,suburban,F,yes,Great Dane,monthly,148.86,raw,No,2022-10-10
c462b9ab-953b-4cdf-bcf9-be1b88d90ef4,46-55,suburban,F,yes,Siberian Husky,monthly,166.18,dry,No,2023-02-17
7da6f9be-db00-422a-ad91-d373d459f5d7,65+,urban,F,yes,Beagle,monthly,84.54,dry,Yes,2023-09-05
a70c01d2-fc2e-4e2e-bf9d-b39bc6eee00d,56-65,suburban,F,yes,Beagle,weekly,50.19,raw,Yes,2024-02-14
cdcff195-16b8-4b77-88d2-404a2dd8f6ad,65+,suburban,M,yes,Boxer,quarterly,36.55,raw,Yes,2024-02-28
ef4cd17f-0a66-4954-8b95-eeebe86bf4c8,36-45,suburban,F,no,Siberian Husky,weekly,123.57,dry,Yes,2022-07-28
1c6dd7cc-cb64-4507-8ef0-d5714d278a09,18-25,urban,F,no,Boxer,quarterly,196.06,grain-free,Yes,2024-03-23
ac26163a-3489-4363-b786-3b1f0fd524ce,65+,suburban,M,no,Labrador,weekly,168.13,grain-free,No,2023-04-28
01f506cc-d6a2-49c9-a9e7-9676f0133d9b,26-35,suburban,F,no,Labrador,quarterly,98.45,dry,Yes,2023-12-31
cb0fb721-ba6f-449e-bde6-dc8c634af96a,18-25,suburban,F,yes,Beagle,monthly,116.59,grain-free,No,2023-09-21
95b7f3be-907d-4a2f-9e4a-4efb8c9e5f69,36-45,urban,M,yes,Beagle,monthly,70.32,raw,Yes,2022-06-05
c9991884-d31e-462b-92e9-b4133ed80fd4,65+,urban,F,no,Labrador,quarterly,49.35,grain-free,Yes,2023-11-25
02f4111c-e4dc-49f6-ba31-9e893b0f8fd4,56-65,urban,F,yes,Rottweiler,quarterly,106.77,dry,No,2023-11-03
736977ec-10d5-4bbd-be80-181970bfb87c,36-45,urban,F,no,Great Dane,quarterly,103.43,grain-free,No,2022-10-20
ea5939de-e742-4667-8c2d-95f69c624cff,26-35,suburban,M,no,German Shepherd,monthly,113.95,dry,Yes,2023-07-16
f357db75-b300-4bef-804d-6d14470ad394,65+,suburban,M,no,Poodle,monthly,191.5,grain-free,No,2022-06-18
f013661e-365f-4961-9b3c-1faea7f049b5,46-55,urban,F,no,Dachshund,weekly,128.7,dry,No,2024-02-10
ee33650a-9537-4b96-8f9e-929928464450,18-25,urban,M,yes,Bulldog,quarterly,129.04,dry,No,2022-07-23
5aff7fc1-4e33-4082-8aa5-2470d932b731,56-65,suburban,M,yes,Siberian Husky,quarterly,43.04,grain-free,Yes,2023-09-17
8531a5c6-8ab0-4ba7-8f82-b301ff558e1a,46-55,suburban,F,no,Boxer,quarterly,199.37,grain-free,Yes,2023-12-16
f6806350-d4e3-406f-973a-e5258b1e24bc,65+,urban,M,no,Siberian Husky,monthly,159.11,raw,Yes,2024-01-17
ad1ffbbd-d545-4b31-aa10-40403ce917d3,65+,urban,M,no,Labrador,quarterly,177.9,wet,No,2022-06-08
0940542e-6040-449c-ab32-7595e83cce04,36-45,urban,M,no,Poodle,quarterly,94.57,dry,No,2023-11-10
23d422e7-1187-4406-b5a7-1f9b41d9bfa6,65+,urban,M,no,Bulldog,monthly,110.38,dry,Yes,2022-09-14
3adb70bd-abf2-4149-b90f-e1260847fc21,56-65,suburban,M,yes,Beagle,quarterly,113.98,dry,Yes,2023-08-04
b52f96fe-7430-4d4d-bd3c-842577097c42,46-55,urban,M,no,Beagle,weekly,54.94,dry,No,2023-05-08
498642ab-0fab-4f0d-ada5-91ab8250dfc0,56-65,urban,M,no,Boxer,monthly,144.11,grain-free,Yes,2022-05-10
3b198831-5584-4992-926d-2472a19cc8d9,26-35,suburban,F,yes,Great Dane,monthly,182.54,grain-free,Yes,2023-01-16
4d49a363-98fa-421d-8e01-e64f65e14eac,26-35,suburban,F,yes,Dachshund,monthly,49.47,wet,No,2022-09-26
f15e80f7-c11c-4bde-8b9f-8e424f172694,18-25,suburban,F,yes,Great Dane,weekly,35.54,dry,No,2022-07-22
ab8ffc6c-ce57-456b-95cb-e4878a05906e,18-25,suburban,M,yes,Poodle,monthly,152.88,wet,Yes,2023-08-18
dd9ca9de-6ecd-42d3-86a6-071d9147e9fa,26-35,suburban,M,yes,Great Dane,monthly,69.18,raw,No,2024-01-13
bb98b298-3cde-4399-b99e-1d5646382cbe,65+,urban,M,yes,Boxer,monthly,132.3,wet,No,2022-06-04
102a20f6-aba4-4748-a095-583295804dde,56-65,urban,F,yes,Bulldog,monthly,145.24,wet,Yes,2024-04-19
6b4bab1d-3fa7-4771-89f1-8600391ca392,26-35,urban,F,yes,Bulldog,weekly,77.94,raw,No,2024-03-27
6313ab86-d868-4e2a-8fc2-d53b41a67775,18-25,suburban,M,yes,Bulldog,quarterly,166.73,raw,No,2023-09-29
c49c3a58-a217-42ee-8bb6-bd17696f7504,26-35,urban,F,no,Beagle,quarterly,119.0,wet,Yes,2022-05-17
949a2db4-a87f-4a0a-b69b-efdd333396f0,65+,suburban,F,yes,Rottweiler,monthly,176.42,raw,No,2023-06-07
c867c81c-d63c-4fe6-8e5f-e80a135f63f2,26-35,urban,F,no,Poodle,weekly,157.39,wet,No,2023-10-23
ab6269c2-64e1-4886-ac6d-40c27d21213a,56-65,urban,F,no,Dachshund,monthly,176.34,grain-free,Yes,2022-11-17
de6a9f51-4b37-4c34-b972-6b8d926f11eb,46-55,suburban,M,no,Poodle,quarterly,23.63,grain-free,No,2022-06-13
4fd5c9b0-c7de-4d3e-9af8-e97ed23450fd,65+,suburban,M,no,Poodle,quarterly,63.83,wet,Yes,2023-08-09
7183f73e-319c-4a42-9e57-c849232d57bf,18-25,urban,M,no,Great Dane,weekly,36.2,raw,Yes,2023-03-12
c97aa133-1155-430f-b3ee-e0bb8f285b29,56-65,urban,M,no,German Shepherd,quarterly,99.57,raw,No,2022-04-24
9dd5f74a-59ac-4f0a-a9c6-6bd02388953b,26-35,urban,M,no,Poodle,monthly,180.19,grain-free,Yes,2023-05-01
e749f31b-e3f1-44e3-8717-67b5f3a3b099,26-35,urban,M,no,Boxer,weekly,104.16,grain-free,Yes,2022-11-04
a6cf9f6d-a4df-44da-9031-1545947dd4e6,46-55,urban,F,yes,German Shepherd,quarterly,172.95,raw,No,2022-04-29
3dacd033-7e08-476e-8a79-e9b36cd545f6,18-25,suburban,M,no,Rottweiler,monthly,78.89,raw,Yes,2023-11-27
8cd49477-bf54-492a-bc35-b2d45ae00587,18-25,suburban,F,no,Boxer,weekly,81.12,raw,Yes,2022-07-29
1d959399-be13-4f72-a66c-86ff436198b5,36-45,suburban,M,no,Poodle,monthly,181.2,raw,No,2024-03-31
125b1694-c105-45a0-bb91-ed219c4d4744,18-25,suburban,M,no,Siberian Husky,quarterly,96.65,wet,Yes,2022-11-10
0c6bc6df-7a1d-4505-a96f-204d9720a36e,46-55,urban,M,yes,Beagle,monthly,162.16,raw,Yes,2023-08-23
44c0780f-f456-44dc-89d2-a4b93e44438b,36-45,urban,M,no,Great Dane,weekly,62.6,grain-free,No,2022-06-25
22a9828c-d4ff-42ed-a304-e080e439d08a,36-45,suburban,F,yes,Labrador,monthly,190.78,grain-free,No,2023-08-28
a947c6ff-d36e-4f1c-a0c8-a87026e437a9,26-35,urban,M,yes,Dachshund,quarterly,123.42,dry,Yes,2023-11-18
cb7f9869-414d-450a-8b22-d8e3ec069ca9,26-35,suburban,M,no,Dachshund,weekly,156.68,raw,Yes,2023-01-10
5a4fd5c8-1dff-44c8-96bd-0316f955afb8,18-25,urban,F,no,Boxer,weekly,36.11,wet,Yes,2022-07-08
3037af62-5f71-42c6-8042-5445b080e002,36-45,urban,F,yes,Dachshund,quarterly,108.68,dry,No,2024-04-16
c7178311-ae8e-4b40-a87c-b83ca3bbbc7f,26-35,urban,F,no,German Shepherd,monthly,182.19,dry,Yes,2023-11-16
b7208361-32c8-4b32-b996-8acd01b92fa6,46-55,suburban,F,no,Bulldog,monthly,177.87,wet,No,2023-06-14
9a53c678-aca4-45f9-ab41-4d92b147e64d,26-35,suburban,F,yes,Siberian Husky,quarterly,28.43,dry,Yes,2022-10-29
49ee8a79-e23b-4345-9674-023910cd4661,65+,suburban,M,yes,Labrador,weekly,74.67,dry,Yes,2022-05-20
132d9998-5ba0-4a5a-95a7-4ebd7c6497db,65+,suburban,M,no,Dachshund,quarterly,99.8,grain-free,No,2023-02-10
81b8ac10-cd60-4ca5-b2c6-b097cda0194a,26-35,urban,M,no,Dachshund,weekly,51.01,dry,Yes,2023-06-07
5df18aa7-f653-47b4-9f13-0ae962791833,36-45,urban,M,no,Boxer,weekly,151.4,wet,No,2022-12-01
6363eb68-cefe-4fd8-8399-274d6956df43,36-45,urban,M,yes,Poodle,monthly,53.21,raw,No,2023-10-28
aa0e440b-5d26-4e54-9f40-c62021db48fb,56-65,urban,M,no,Beagle,quarterly,82.4,raw,Yes,2024-01-31
d5a77000-480c-49d6-95f4-7bd2c6a6ff32,65+,suburban,M,yes,Great Dane,weekly,139.39,raw,Yes,2023-08-02
e8236999-6cb2-406f-8b26-8011ea65edfa,46-55,urban,F,yes,Great Dane,monthly,106.78,grain-free,No,2023-09-17
86b34c33-1226-4542-b3c0-5f7fd315550c,36-45,urban,M,no,Great Dane,quarterly,152.94,grain-free,No,2023-10-28
724104d5-4546-475f-a86a-15f0a411b3b5,18-25,urban,F,yes,Great Dane,quarterly,193.02,grain-free,No,2023-02-01
0bd95ecf-3718-40c9-aacd-452fb524e44e,65+,suburban,F,no,Rottweiler,weekly,40.98,wet,Yes,2022-04-25
4b50ff3c-dbf6-404a-8e8e-7e34873fcdf7,46-55,suburban,M,no,Labrador,weekly,147.72,raw,Yes,2023-05-12
b60038a8-081a-44a3-94e5-8576cffcfa69,46-55,suburban,F,yes,Poodle,weekly,61.46,wet,Yes,2023-03-17
f87a8e51-a852-4b3b-b1ba-15e6f3783bd8,36-45,urban,F,no,Beagle,quarterly,94.61,wet,Yes,2022-08-06
b5c818ea-3d3a-4664-b314-34bd33f7b744,46-55,suburban,F,yes,Beagle,weekly,25.92,dry,No,2023-05-14
75fcc32d-164f-4626-8690-acb89d3460e0,36-45,urban,F,yes,Boxer,quarterly,44.46,raw,No,2023-08-01
d266b1bc-2eec-47be-bf7d-14fea2d7cc86,26-35,urban,M,no,Siberian Husky,monthly,77.56,dry,No,2024-02-11
faf2134f-db30-4bd9-b87e-65af2f0ff6ab,65+,urban,M,no,Dachshund,quarterly,81.56,grain-free,Yes,2023-07-14
e23770fd-3a0e-4f24-a68d-41c08cfce1ef,56-65,suburban,F,no,Dachshund,weekly,181.93,grain-free,Yes,2022-07-24
aa1120e1-ffde-46fc-a816-fb8ea9266cda,26-35,suburban,F,no,Poodle,quarterly,153.53,wet,Yes,2023-08-31
734d6e9a-98f8-44dd-b5cf-e3d1de48cc1a,65+,urban,M,yes,Rottweiler,weekly,194.99,wet,No,2023-03-03
6c9e6810-d6d4-4a41-bfa8-c508d3fea9c5,36-45,urban,M,yes,German Shepherd,monthly,127.83,dry,No,2022-11-10
952f9311-db4a-4804-851d-785a37dec3eb,65+,suburban,F,yes,Bulldog,weekly,63.51,dry,No,2022-07-02
bc14181e-16a7-4e47-9bc2-fa7a0a8d41c6,36-45,suburban,M,no,Poodle,weekly,78.98,wet,No,2023-08-08
d8ec87b9-2506-4dd9-83a8-5f7d1d92b697,26-35,suburban,M,yes,German Shepherd,weekly,77.57,raw,Yes,2023-04-27
e33757f1-67dd-4fc5-bf4a-722ec130278e,18-25,urban,F,yes,Bulldog,weekly,78.77,wet,Yes,2023-09-24
6cc4c1bf-9d7b-4404-8b1e-6b6209e01fa2,18-25,urban,F,no,Beagle,weekly,141.13,raw,Yes,2022-05-22
91b1cfd8-cddc-42e0-8c45-ec55651cb0b9,65+,urban,M,no,Rottweiler,weekly,115.55,dry,No,2024-03-04
90050604-20d7-46c9-9891-490ae9da2aef,18-25,suburban,F,no,Poodle,monthly,89.38,grain-free,No,2022-05-02
d397e9da-7368-4025-9cee-7efd74270157,36-45,suburban,F,yes,Great Dane,monthly,46.84,grain-free,No,2022-12-09
288db8b5-35fb-4a49-b983-3fcfa8ceeec3,46-55,suburban,F,no,Beagle,quarterly,23.99,dry,No,2022-10-08
2ebe2c6a-dc45-4a2f-9ff5-72f13d9377b4,36-45,urban,F,yes,German Shepherd,weekly,59.39,dry,Yes,2023-08-15
37cab4dc-a41b-4122-9eb8-89d09a2eb9ea,46-55,urban,F,yes,Poodle,quarterly,39.34,grain-free,Yes,2022-11-02
f52843fc-111b-46e4-ae41-d0b366a271e0,26-35,suburban,M,yes,Poodle,monthly,161.38,raw,No,2023-01-27
7c6881a2-31ae-40c1-86e7-a825b6455cc5,56-65,urban,F,yes,Boxer,monthly,40.25,dry,Yes,2023-02-26
fd718266-c80f-48c9-9c60-db889c2ca309,46-55,suburban,F,yes,Labrador,weekly,150.36,raw,No,2023-12-25
fa74cf69-b58f-4fe6-be1d-d9fc258776dc,18-25,urban,F,no,Beagle,weekly,89.42,raw,No,2023-07-29
1e594abd-8c70-4a9b-b8ac-01cf42f4d158,36-45,suburban,F,yes,Poodle,quarterly,33.21,grain-free,No,2023-11-15
1365f19e-7604-46f6-b919-674f1d9b7e69,26-35,urban,F,no,Dachshund,monthly,166.29,raw,No,2023-10-16
22d67e80-7edd-474c-bedb-7abfb360bba1,18-25,urban,F,yes,Dachshund,quarterly,124.33,grain-free,No,2023-08-22
f021bf98-a54a-4db9-8246-059ef23d2e53,26-35,suburban,M,yes,Labrador,quarterly,62.44,dry,Yes,2022-07-20
cfcba984-7d92-4b2b-ad3d-264460016567,56-65,suburban,F,no,Poodle,quarterly,181.04,wet,Yes,2023-02-13
77b44317-fea0-4607-a842-7afd0ee1133b,36-45,suburban,F,yes,Great Dane,weekly,28.15,wet,Yes,2022-11-27
9d44e1be-792e-4e57-b3f0-d407b473c509,65+,suburban,M,yes,Labrador,monthly,56.33,wet,Yes,2022-07-03
6b02b583-d5dc-41e8-89dc-29cda2c35f84,36-45,suburban,F,no,Labrador,quarterly,155.37,wet,Yes,2022-10-20
7bad6404-8716-4ca2-b9b7-cc86bdb5799b,56-65,urban,F,no,German Shepherd,monthly,147.69,wet,Yes,2022-07-05
61f6d18c-47b8-49d3-b7d1-a214dbda659f,36-45,suburban,F,yes,German Shepherd,monthly,72.07,wet,No,2023-10-09
328a2322-9950-40f4-9653-eb096ffa9826,65+,suburban,M,yes,Siberian Husky,quarterly,31.16,raw,No,2023-02-09
7bdb58f8-6e58-4279-8f0f-3d541a1f30ad,46-55,suburban,F,yes,Beagle,quarterly,174.45,raw,Yes,2023-01-10
f34aa221-d34d-40a1-97c8-969a6e1d566f,26-35,urban,M,no,Bulldog,weekly,76.47,wet,No,2023-11-09
fd318b34-7371-4041-a413-0a2d9dd1873a,65+,suburban,F,yes,Labrador,monthly,55.23,dry,No,2023-06-08
0b944bc7-f0ab-443c-ac3e-048d49226988,18-25,suburban,M,no,German Shepherd,quarterly,112.89,dry,No,2024-03-05
8416c08f-c757-4c00-b59c-4eab505c40de,56-65,suburban,M,no,Rottweiler,quarterly,183.84,raw,Yes,2022-09-23
8489589e-6ac0-4b8b-b00f-094690e6539b,46-55,urban,F,yes,Siberian Husky,monthly,27.84,raw,Yes,2023-06-01
6af307ae-d3be-4f21-9398-09883c8bed79,18-25,urban,F,no,Poodle,quarterly,157.84,wet,Yes,2023-08-15
cd287725-ac8b-4aa0-8456-9ad688a8bf57,18-25,suburban,M,yes,Beagle,monthly,123.05,dry,No,2022-08-09
4076b56d-b4b0-4baa-9e18-f22f1ce4d36a,56-65,urban,F,yes,Poodle,quarterly,96.58,grain-free,Yes,2023-07-02
cb0c5c16-7bee-4c92-a723-ebc4c4638aaa,46-55,suburban,M,no,Siberian Husky,monthly,153.93,wet,Yes,2023-03-13
63f7d567-f71e-49f8-988d-85cc49e23df4,18-25,urban,M,no,Boxer,quarterly,193.85,raw,Yes,2023-07-16
7ff7d39a-c947-4df7-a5a9-d7ad5503a1b3,18-25,suburban,F,no,Dachshund,quarterly,61.26,raw,No,2022-08-01
46e849f5-7519-4f99-aa79-de462fd4793e,46-55,urban,F,no,Beagle,weekly,45.86,raw,Yes,2023-02-05
91abb480-e074-4151-a894-da20b951324f,36-45,suburban,F,no,Dachshund,monthly,184.32,grain-free,Yes,2023-01-27
af88fdca-9306-4d08-b7ce-ba94abb2414f,18-25,suburban,M,no,Rottweiler,weekly,140.41,dry,Yes,2024-01-30
e59ef5a1-784e-425e-9e30-7c6592ce3301,26-35,urban,F,yes,Poodle,quarterly,98.84,raw,No,2023-12-11
c3477333-e970-4b46-a949-b72e5325077a,46-55,suburban,M,yes,Boxer,monthly,123.19,wet,Yes,2022-05-25
5bf0b5fd-ab1a-444c-b423-ff809b6c987c,18-25,suburban,M,yes,Rottweiler,monthly,154.21,grain-free,Yes,2022-05-28
722707f6-2967-4ff4-89ec-3a9f35011623,56-65,suburban,M,no,Bulldog,quarterly,159.15,dry,No,2023-02-27
5a9e2c3d-1b1e-4914-8886-57159bb568cc,65+,suburban,F,no,Poodle,quarterly,185.58,wet,Yes,2023-07-23
d94da6de-f63e-4749-ada3-27da059824a2,26-35,urban,F,no,Siberian Husky,quarterly,96.83,wet,Yes,2022-09-06
b70a0216-4d86-4f92-a789-f8613c52e41d,65+,suburban,F,yes,Boxer,quarterly,72.81,grain-free,Yes,2024-04-16
feac809f-ed4e-417c-8a28-cd6ab914baae,65+,urban,M,yes,Beagle,monthly,135.14,grain-free,Yes,2022-09-17
2f8d010d-8e62-4b45-911c-24dd8c46cc11,18-25,urban,M,no,Boxer,weekly,94.83,grain-free,No,2022-10-14
34a5db40-f7b8-4a43-828b-ffda87ab2433,26-35,urban,F,no,Poodle,monthly,127.03,raw,No,2022-06-05
98bc12c9-af9e-4dcf-adb8-52ee69d30fc8,26-35,urban,F,no,German Shepherd,monthly,95.6,dry,No,2023-12-29
411e57fd-94b5-493e-9dc6-760308d3a776,36-45,suburban,F,no,Rottweiler,monthly,47.54,raw,Yes,2023-07-21
586641ad-dd35-47f8-92aa-399433a23988,65+,suburban,M,yes,Boxer,monthly,104.5,grain-free,Yes,2023-09-22
efcfde7b-fbf0-4fd5-9903-a25769d955a9,26-35,urban,F,yes,Dachshund,quarterly,144.37,grain-free,Yes,2023-05-16
beb47ed5-815a-46e3-9ecc-eddeafc8f24d,36-45,suburban,M,yes,Rottweiler,weekly,163.87,grain-free,Yes,2022-11-07
b22fe519-b565-4b61-ab0a-28edd60f684c,46-55,urban,M,no,Dachshund,monthly,108.8,raw,No,2022-09-30
1e977cb3-ff07-43cc-b6da-e6c7d00af5e6,36-45,suburban,M,yes,Boxer,monthly,49.74,wet,Yes,2024-02-22
513aaf3a-8e5a-48da-92b1-4433ecfd3e69,56-65,suburban,F,no,German Shepherd,weekly,94.64,grain-free,No,2024-04-10
87fa93e1-013f-4881-bd1f-e18d4aa0d2f0,18-25,suburban,M,no,Rottweiler,quarterly,161.53,raw,Yes,2023-04-13
df4972fc-d1ce-471d-8c54-9491e9671f44,46-55,urban,F,no,Siberian Husky,monthly,94.31,grain-free,Yes,2023-09-24
60fda0e9-c001-4f48-b097-5e11da54ac63,46-55,urban,F,yes,Rottweiler,quarterly,145.38,raw,No,2023-04-27
0b90c59c-262a-4ff9-92b6-09ae4f0f7c9d,56-65,suburban,F,yes,Beagle,monthly,111.3,dry,Yes,2022-12-19
f82f0220-3574-4528-9eae-eec93f9b60bb,36-45,urban,F,no,Boxer,monthly,63.42,dry,Yes,2024-03-11
6f6da8f0-e9c5-4f89-8f1c-21116e9b710d,18-25,urban,M,yes,Bulldog,weekly,163.31,raw,Yes,2022-12-30
22c12050-3283-49b2-b605-d3ba114efbfd,36-45,suburban,M,no,Poodle,weekly,35.16,grain-free,Yes,2022-06-18
f05230dd-15c4-4334-9afe-c0e8d10c6e8f,26-35,urban,M,no,Labrador,quarterly,114.48,raw,No,2024-04-04
5f87bfa2-6e6a-4a18-8f3f-d8922999c403,36-45,suburban,F,no,Great Dane,monthly,57.6,dry,Yes,2022-07-14
51b1beb8-8ec2-4852-b793-3c4b160682f0,46-55,suburban,M,yes,Bulldog,quarterly,32.07,raw,No,2024-02-16
92ff65f6-0159-4cf4-8f67-4f2766820ba1,18-25,suburban,M,yes,Dachshund,weekly,110.53,dry,No,2023-02-18
1c319f2f-3987-48db-a74a-5a4c4b12fb17,36-45,urban,M,no,Siberian Husky,weekly,109.92,dry,Yes,2022-11-16
02fc7d4c-25ca-4372-9ff2-27c6b456eb2d,18-25,suburban,M,yes,Siberian Husky,weekly,147.24,wet,Yes,2024-02-11
263f4b29-e09e-43ad-b29d-088dc78d06a2,18-25,suburban,F,yes,Great Dane,weekly,154.06,grain-free,No,2023-06-16
cee9d76b-3228-411c-b7c3-022a9c3794a8,26-35,urban,F,yes,German Shepherd,weekly,151.0,raw,No,2023-02-19
7c962890-8521-4fe4-bb71-83e61e9ef37c,26-35,urban,F,yes,Beagle,quarterly,93.72,grain-free,Yes,2024-03-30
f2bb4492-4d2f-4670-b51d-261063e1fc3c,46-55,urban,F,no,Poodle,quarterly,133.7,grain-free,Yes,2023-07-08
ae5b1138-105b-4e28-9483-2df4454b3a2e,56-65,urban,M,yes,Bulldog,weekly,123.85,dry,No,2023-09-15
2717e770-489a-442f-8575-d697d369adc1,18-25,suburban,F,no,Labrador,monthly,95.88,dry,Yes,2023-02-23
946d1bc6-0d76-4cad-85ae-75d1b7deffc2,56-65,urban,M,no,Rottweiler,monthly,127.5,raw,Yes,2024-02-25
c20b9929-40f6-479c-8a0b-7072cd2a8f9f,46-55,urban,F,yes,Great Dane,monthly,190.5,raw,No,2024-03-13
9036b26b-4360-486e-8e78-0999ac161258,18-25,urban,F,no,German Shepherd,monthly,54.72,raw,Yes,2022-09-14
25db9672-5eb7-440d-bd6b-8117e046857f,18-25,urban,M,no,Siberian Husky,monthly,183.04,dry,No,2023-04-06
7714d101-5042-44a8-b653-523fc9a23d06,65+,suburban,M,yes,Labrador,weekly,29.62,wet,Yes,2022-06-28
57ae95fb-78d4-4792-b040-dee7d23f93a5,56-65,urban,F,no,Siberian Husky,quarterly,75.51,raw,No,2023-05-13
9f34f781-c6f4-42bf-8af4-93f02b2b9cff,36-45,suburban,F,no,Boxer,weekly,71.87,dry,No,2022-12-05
ce167be5-e3f4-495c-a6b8-285a49ad0d49,26-35,urban,M,yes,Great Dane,monthly,132.75,wet,No,2022-06-05
6996229f-5d7f-4666-a34c-9248c052480a,36-45,suburban,M,yes,German Shepherd,monthly,43.62,grain-free,No,2023-08-02
6f9e18ee-f4ad-484c-8321-0f066b878f13,56-65,suburban,M,yes,Rottweiler,quarterly,178.82,dry,No,2022-05-23
ea73d8a3-46a2-43c4-a28e-868686f52ef2,26-35,urban,F,yes,Dachshund,weekly,169.14,raw,Yes,2022-05-25
6a9e45f3-38b3-4ffa-8d6c-df6e741c5499,36-45,suburban,M,yes,German Shepherd,quarterly,137.37,raw,Yes,2023-07-30
a7571531-f9d2-44d8-9351-e3b2c974a4a1,65+,urban,F,no,Poodle,monthly,102.51,wet,No,2023-01-05
231fef1b-8ede-4ff8-be48-2913a766735c,26-35,suburban,M,no,Rottweiler,monthly,187.93,wet,No,2024-02-08
7826db31-a653-40cd-9ee4-b1951a6abca6,18-25,suburban,F,yes,Bulldog,quarterly,169.53,dry,No,2024-04-05
015d2090-5791-4b06-b3a2-ffbc9ac8fde8,36-45,suburban,F,yes,German Shepherd,monthly,109.88,wet,No,2022-08-11
793de308-5b2b-4b19-a7df-c1613d8ad5c7,26-35,urban,F,no,Rottweiler,weekly,146.34,dry,No,2024-03-30
c6345b37-f38a-475b-a9ad-02bbad6eac6f,65+,suburban,F,yes,Bulldog,monthly,122.05,wet,Yes,2022-08-19
e527a1f2-1a0f-47e0-8fc9-ce041b2cb67e,26-35,urban,F,yes,German Shepherd,monthly,125.83,grain-free,No,2023-10-12
f9fd2c44-c4b8-4d8a-ab50-6b873de21eed,26-35,suburban,M,no,Labrador,weekly,79.58,raw,Yes,2022-07-07
